testAuditService,2025-05-31 21:19:54
creare_utilizator,2025-05-31 21:21:37
inserare_comanda,2025-05-31 21:21:37
stergere_produs,2025-05-31 21:21:37
add_user,2025-06-02 14:16:58
add_user,2025-06-02 14:16:58
get_all_users,2025-06-02 14:16:58
delete_user,2025-06-02 14:16:58
add_produs,2025-06-02 14:49:20
get_all_produse,2025-06-02 14:49:20
add_produs,2025-06-02 14:50:47
get_all_produse,2025-06-02 14:50:47
add_produs,2025-06-02 15:08:50
add_produs,2025-06-02 15:09:41
add_produs,2025-06-02 15:12:06
add_produs,2025-06-02 15:25:46
get_all_produse,2025-06-02 15:25:46
add_produs,2025-06-02 15:26:45
get_all_produse,2025-06-02 15:26:45
add_produs,2025-06-02 15:28:33
get_all_produse,2025-06-02 15:28:33
add_produs,2025-06-02 15:38:19
get_all_produse,2025-06-02 15:38:19
update_produs,2025-06-02 15:38:19
delete_produs_by_id,2025-06-02 15:38:19
add_livrator,2025-06-02 15:46:09
get_all_livratori,2025-06-02 15:46:09
get_livrator_by_id,2025-06-02 15:46:09
update_livrator,2025-06-02 15:46:09
delete_livrator,2025-06-02 15:46:09
add_ospatar,2025-06-02 15:49:33
get_all_ospatari,2025-06-02 15:49:33
get_ospatar_by_id,2025-06-02 15:49:33
update_ospatar,2025-06-02 15:49:33
delete_ospatar,2025-06-02 15:49:33
add_meniu,2025-06-02 15:53:36
get_all_meniuri,2025-06-02 15:53:36
get_meniu_by_id,2025-06-02 15:53:36
update_meniu,2025-06-02 15:53:36
add_meniu,2025-06-02 15:59:23
get_all_meniuri,2025-06-02 15:59:23
get_meniu_by_id,2025-06-02 15:59:23
update_meniu,2025-06-02 15:59:23
add_meniu,2025-06-02 16:00:28
get_all_meniuri,2025-06-02 16:00:28
get_meniu_by_id,2025-06-02 16:00:28
update_meniu,2025-06-02 16:00:28
delete_meniu,2025-06-02 16:00:28
add_local,2025-06-02 16:04:16
get_all_localuri,2025-06-02 16:04:16
get_local_by_id,2025-06-02 16:04:16
update_local,2025-06-02 16:04:16
delete_local,2025-06-02 16:04:16
add_comanda,2025-06-02 16:23:21
get_all_comenzi,2025-06-02 16:23:21
update_status_comanda,2025-06-02 16:23:22
delete_comanda,2025-06-02 16:23:22
add_comanda,2025-06-02 16:24:51
get_all_comenzi,2025-06-02 16:24:51
update_status_comanda,2025-06-02 16:24:51
delete_comanda,2025-06-02 16:24:51
add_user,2025-06-02 16:35:34
add_livrator,2025-06-02 16:35:34
add_produs,2025-06-02 16:35:34
get_all_produse,2025-06-02 16:35:34
add_comanda,2025-06-02 16:35:34
get_all_comenzi,2025-06-02 16:35:34
delete_comanda,2025-06-02 16:35:34
add_comanda,2025-06-02 16:39:52
add_comanda,2025-06-02 16:39:52
add_comanda,2025-06-02 16:39:53
get_all_comenzi,2025-06-02 16:39:53
delete_comanda,2025-06-02 16:39:53
add_comanda,2025-06-02 16:43:03
add_comanda,2025-06-02 16:43:03
add_comanda,2025-06-02 16:43:03
get_all_comenzi,2025-06-02 16:43:03
delete_comanda,2025-06-02 16:43:03
add_comanda,2025-06-02 16:47:47
add_comanda,2025-06-02 16:47:47
add_comanda,2025-06-02 16:47:47
get_all_comenzi,2025-06-02 16:47:47
delete_comanda,2025-06-02 16:47:47
add_user,2025-06-02 17:26:39
add_user,2025-06-02 17:26:40
add_user,2025-06-02 17:26:40
add_user,2025-06-02 17:26:40
add_user,2025-06-02 17:26:40
add_meniu,2025-06-02 17:26:40
add_meniu,2025-06-02 17:26:40
add_meniu,2025-06-02 17:26:40
add_meniu,2025-06-02 17:26:40
add_meniu,2025-06-02 17:26:40
add_local,2025-06-02 17:26:40
add_local,2025-06-02 17:26:40
add_local,2025-06-02 17:26:40
add_local,2025-06-02 17:26:40
add_local,2025-06-02 17:26:40
add_ospatar,2025-06-02 17:26:40
add_ospatar,2025-06-02 17:26:40
add_ospatar,2025-06-02 17:26:40
add_ospatar,2025-06-02 17:26:40
add_ospatar,2025-06-02 17:26:40
add_livrator,2025-06-02 17:26:40
add_livrator,2025-06-02 17:26:40
add_livrator,2025-06-02 17:26:40
add_livrator,2025-06-02 17:26:40
add_livrator,2025-06-02 17:26:40
add_produs,2025-06-02 17:26:40
add_produs,2025-06-02 17:26:40
add_produs,2025-06-02 17:26:40
add_produs,2025-06-02 17:26:40
add_produs,2025-06-02 17:26:40
add_produs,2025-06-02 17:26:41
add_produs,2025-06-02 17:26:41
add_produs,2025-06-02 17:26:41
add_produs,2025-06-02 17:26:41
add_produs,2025-06-02 17:26:41
add_comanda,2025-06-02 17:26:41
add_comanda,2025-06-02 17:26:41
add_comanda,2025-06-02 17:26:41
add_comanda,2025-06-02 17:26:41
add_comanda,2025-06-02 17:26:41
get_all_users,2025-06-02 17:34:45
get_all_produse,2025-06-02 17:34:45
add_comanda,2025-06-02 17:34:46
get_all_users,2025-06-02 17:39:24
get_all_produse,2025-06-02 17:39:25
add_comanda,2025-06-02 17:39:25
add_comanda,2025-06-02 17:44:48
add_comanda,2025-06-02 17:44:48
add_comanda,2025-06-02 17:44:48
get_all_comenzi,2025-06-02 17:44:48
delete_comanda,2025-06-02 17:44:49
add_comanda,2025-06-02 17:48:53
add_comanda,2025-06-02 17:48:53
add_comanda,2025-06-02 17:48:53
get_all_comenzi,2025-06-02 17:48:53
delete_comanda,2025-06-02 17:48:53
add_comanda,2025-06-02 17:55:35
add_comanda,2025-06-02 17:55:35
add_comanda,2025-06-02 17:55:35
get_all_comenzi,2025-06-02 17:55:35
delete_comanda,2025-06-02 17:55:35
add_comanda,2025-06-02 17:55:52
add_comanda,2025-06-02 17:55:52
add_comanda,2025-06-02 17:55:52
get_all_comenzi,2025-06-02 17:55:52
delete_comanda,2025-06-02 17:55:52
add_comanda,2025-06-02 18:03:10
add_comanda,2025-06-02 18:03:10
add_comanda,2025-06-02 18:03:10
get_all_comenzi,2025-06-02 18:03:10
delete_comanda,2025-06-02 18:03:10
add_comanda,2025-06-02 18:03:29
add_comanda,2025-06-02 18:03:29
add_comanda,2025-06-02 18:03:29
get_all_comenzi,2025-06-02 18:03:29
delete_comanda,2025-06-02 18:03:29
add_comanda,2025-06-03 08:09:24
get_all_comenzi,2025-06-03 08:09:24
add_comanda,2025-06-03 08:19:45
get_all_comenzi,2025-06-03 08:19:45
delete_comanda,2025-06-03 08:20:35
delete_comanda,2025-06-03 08:20:35
get_all_comenzi,2025-06-03 08:21:06
delete_comanda,2025-06-03 08:21:41
get_all_comenzi,2025-06-03 08:22:25
add_comanda,2025-06-03 08:23:49
get_all_comenzi,2025-06-03 08:23:49
delete_comanda,2025-06-03 08:23:49
add_comanda,2025-06-03 08:24:39
get_all_comenzi,2025-06-03 08:24:39
delete_comanda,2025-06-03 08:24:39
add_comanda,2025-06-03 08:36:36
add_comanda,2025-06-03 08:36:36
delete_comanda,2025-06-03 08:36:36
get_all_comenzi,2025-06-03 08:42:20
get_all_comenzi,2025-06-03 08:45:03
add_comanda,2025-06-03 08:45:04
add_comanda,2025-06-03 08:45:04
get_all_comenzi,2025-06-03 08:50:52
delete_comanda,2025-06-03 08:50:53
delete_comanda,2025-06-03 08:50:53
add_comanda,2025-06-03 08:50:53
add_comanda,2025-06-03 08:50:53
delete_comanda,2025-06-03 08:50:53
delete_comanda,2025-06-03 08:50:53
get_all_comenzi,2025-06-03 08:51:53
delete_comanda,2025-06-03 08:51:53
delete_comanda,2025-06-03 08:51:54
add_comanda,2025-06-03 08:51:54
add_comanda,2025-06-03 08:51:54
delete_comanda,2025-06-03 08:51:54
delete_comanda,2025-06-03 08:51:54
get_all_comenzi,2025-06-03 08:57:10
delete_comanda,2025-06-03 08:57:11
delete_comanda,2025-06-03 08:57:11
add_comanda,2025-06-03 08:57:11
add_comanda,2025-06-03 08:57:11
delete_comanda,2025-06-03 08:57:11
delete_comanda,2025-06-03 08:57:11
get_all_comenzi,2025-06-03 09:04:54
delete_comanda,2025-06-03 09:04:55
delete_comanda,2025-06-03 09:04:55
add_comanda,2025-06-03 09:04:55
add_comanda,2025-06-03 09:04:55
delete_comanda,2025-06-03 09:04:55
delete_comanda,2025-06-03 09:04:56
get_all_comenzi,2025-06-03 09:07:28
delete_comanda,2025-06-03 09:07:29
delete_comanda,2025-06-03 09:07:29
add_comanda,2025-06-03 09:07:29
add_comanda,2025-06-03 09:07:29
delete_comanda,2025-06-03 09:07:29
delete_comanda,2025-06-03 09:07:29
get_all_comenzi,2025-06-03 09:10:48
delete_comanda,2025-06-03 09:10:49
delete_comanda,2025-06-03 09:10:49
delete_comanda,2025-06-03 09:10:49
delete_comanda,2025-06-03 09:10:49
delete_comanda,2025-06-03 09:10:49
delete_comanda,2025-06-03 09:10:49
delete_comanda,2025-06-03 09:10:49
delete_comanda,2025-06-03 09:10:49
delete_comanda,2025-06-03 09:10:49
delete_comanda,2025-06-03 09:10:49
delete_comanda,2025-06-03 09:10:49
delete_comanda,2025-06-03 09:10:49
delete_comanda,2025-06-03 09:10:49
delete_comanda,2025-06-03 09:10:49
delete_comanda,2025-06-03 09:10:49
delete_comanda,2025-06-03 09:10:49
delete_comanda,2025-06-03 09:10:49
delete_comanda,2025-06-03 09:10:49
delete_comanda,2025-06-03 09:10:49
delete_comanda,2025-06-03 09:10:50
delete_comanda,2025-06-03 09:10:50
add_comanda,2025-06-03 09:10:50
add_comanda,2025-06-03 09:10:50
add_comanda,2025-06-03 09:10:50
add_comanda,2025-06-03 09:10:50
add_comanda,2025-06-03 09:10:50
get_all_comenzi,2025-06-03 09:11:02
delete_comanda,2025-06-03 09:11:02
delete_comanda,2025-06-03 09:11:02
add_comanda,2025-06-03 09:11:03
add_comanda,2025-06-03 09:11:03
delete_comanda,2025-06-03 09:11:03
delete_comanda,2025-06-03 09:11:03
get_all_comenzi,2025-06-03 09:14:42
delete_comanda,2025-06-03 09:14:43
delete_comanda,2025-06-03 09:14:43
delete_comanda,2025-06-03 09:14:43
delete_comanda,2025-06-03 09:14:43
delete_comanda,2025-06-03 09:14:43
delete_comanda,2025-06-03 09:14:43
add_comanda,2025-06-03 09:14:43
add_comanda,2025-06-03 09:14:43
add_comanda,2025-06-03 09:14:43
add_comanda,2025-06-03 09:14:43
add_comanda,2025-06-03 09:14:43
get_all_comenzi,2025-06-03 09:14:56
delete_comanda,2025-06-03 09:14:57
delete_comanda,2025-06-03 09:14:57
add_comanda,2025-06-03 09:14:57
add_comanda,2025-06-03 09:14:57
delete_comanda,2025-06-03 09:14:57
delete_comanda,2025-06-03 09:14:57
add_comanda,2025-06-03 09:16:39
add_comanda,2025-06-03 09:16:39
delete_comanda,2025-06-03 09:16:39
add_comanda,2025-06-03 09:19:33
add_comanda,2025-06-03 09:19:33
add_comanda,2025-06-03 09:19:33
add_comanda,2025-06-03 09:19:33
delete_comanda,2025-06-03 09:19:33
add_comanda,2025-06-03 09:22:42
add_comanda,2025-06-03 09:22:43
add_comanda,2025-06-03 09:22:43
add_comanda,2025-06-03 09:22:43
add_comanda,2025-06-03 09:22:43
add_comanda,2025-06-03 09:22:43
delete_comanda,2025-06-03 09:22:43
add_comanda,2025-06-03 09:25:21
add_comanda,2025-06-03 09:25:21
add_comanda,2025-06-03 09:25:21
add_comanda,2025-06-03 09:25:21
add_comanda,2025-06-03 09:25:21
add_comanda,2025-06-03 09:25:21
add_comanda,2025-06-03 09:25:21
add_comanda,2025-06-03 09:25:21
delete_comanda,2025-06-03 09:25:21
delete_comanda,2025-06-03 09:25:21
add_comanda,2025-06-03 09:25:46
add_comanda,2025-06-03 09:25:46
add_comanda,2025-06-03 09:25:46
add_comanda,2025-06-03 09:25:46
add_comanda,2025-06-03 09:25:46
add_comanda,2025-06-03 09:25:47
add_comanda,2025-06-03 09:25:47
add_comanda,2025-06-03 09:25:47
delete_comanda,2025-06-03 09:25:47
delete_comanda,2025-06-03 09:25:47
add_comanda,2025-06-03 09:27:43
add_comanda,2025-06-03 09:27:43
delete_comanda,2025-06-03 09:27:43
delete_comanda,2025-06-03 09:27:43
add_comanda,2025-06-03 09:27:57
add_comanda,2025-06-03 09:27:57
delete_comanda,2025-06-03 09:27:57
delete_comanda,2025-06-03 09:27:57
add_comanda,2025-06-03 09:28:15
add_comanda,2025-06-03 09:28:15
add_comanda,2025-06-03 09:28:16
add_comanda,2025-06-03 09:28:16
add_comanda,2025-06-03 09:28:16
add_comanda,2025-06-03 09:28:16
add_comanda,2025-06-03 09:28:16
add_comanda,2025-06-03 09:28:16
delete_comanda,2025-06-03 09:28:16
delete_comanda,2025-06-03 09:28:16
add_comanda,2025-06-03 09:31:26
add_comanda,2025-06-03 09:31:26
add_comanda,2025-06-03 09:31:26
add_comanda,2025-06-03 09:31:26
add_comanda,2025-06-03 09:31:26
add_comanda,2025-06-03 09:31:27
add_comanda,2025-06-03 09:31:27
add_comanda,2025-06-03 09:31:27
delete_comanda,2025-06-03 09:31:27
delete_comanda,2025-06-03 09:31:27
add_comanda,2025-06-03 09:54:07
add_comanda,2025-06-03 09:54:07
add_comanda,2025-06-03 09:54:07
add_comanda,2025-06-03 09:54:07
add_comanda,2025-06-03 09:54:07
add_comanda,2025-06-03 09:54:07
add_comanda,2025-06-03 09:54:07
add_comanda,2025-06-03 09:54:07
delete_comanda,2025-06-03 09:54:07
delete_comanda,2025-06-03 09:54:07
